	75
protease_inhibitor.n.01:protease_inhibitor	1
gesture.n.03:gesture	1
swamp.n.02:swamp	1
litchi.n.02:lychee	2
umbrage.n.01:offense	2
cuddle.v.02:cuddle	1
trace.v.07:trace	1
methodically.r.01:methodically	1
baptize.v.01:baptize	1
radiator.n.03:radiator	1
floored.a.01:floored	1
scorpius.n.01:Scorpio	1
crab.v.02:crab	1
hard.a.07:hard	2
mail.n.02:postal_service	2
jig.n.01:jig	3
compassion.n.02:compassion	1
swing.v.08:swing	1
manikin.n.01:manikin	1
anomaly.n.03:anomaly	1
fin.n.05:fin	1
reconstruct.v.03:reconstruct	1
insurmountable.a.01:insurmountable	1
lurch.n.01:stagger	1
okay.r.01:O.K.	1
asparagus.n.02:asparagus	1
sprawl.v.02:sprawl	1
switch.n.05:switch	2
design.n.01:designing	1
minim.n.02:minim	1
hesitantly.r.01:hesitatingly	1
trenton.n.01:Trenton	1
learn.v.04:learn	1
frostily.r.01:frigidly	2
answer.n.03:answer	1
house_guest.n.01:houseguest	1
u.n.03:U	1
motherliness.n.01:motherliness	2
cystic_fibrosis.n.01:CF	2
differential.a.02:differential	1
medially.r.01:medially	4
honor.n.04:purity	1
cairn.n.02:cairn_terrier	4
flagstaff.n.01:Flagstaff	1
marsh.n.01:marsh	1
kandahar.n.01:Kandahar	1
nearer.r.01:nearer	2
zap.v.02:zap	2
brazen.a.02:brazen	1
witness.n.03:witness	1
accompanied.a.01:accompanied	1
pious.a.01:pious	1
raider.n.02:raider	2
duplicator.n.01:copier	2
incongruity.n.01:incongruity	1
tonal.a.02:tonal	1
placeholder.n.02:placeholder	3
tonic.a.03:accented	1
untreated.a.01:untreated	2
casper.n.01:Casper	1
wyoming.n.01:WY	1
avoidance.n.01:avoidance	1
immortal.a.01:immortal	1
leash.n.01:leash	3
cadmium.n.01:cadmium	2
wisecrack.n.01:quip	1
prejudiced.a.02:discriminatory	1
jamison.n.01:Jamison	1
domination.n.02:domination	1
adelaide.n.01:Adelaide	2
lattice.n.03:lattice	1
reduce.v.01:cut_down	1
walrus.n.01:walrus	1
shellac.n.02:shellac	1
pronoun.n.01:pronoun	1
prophet.n.01:prophet	1
striker.n.03:striker	1
revel.n.01:revel	1
vixen.n.01:harpy	2
discrimination.n.02:discrimination	1
spousal.a.02:spousal	1
corruptness.n.02:corruption	1
senator.n.01:senator	1
district.n.01:dominion	1
starship.n.01:spaceship	1
solidarity.n.01:solidarity	1
filibuster.n.02:filibuster	2
legion.n.03:legion	1
vote.v.04:vote	1
apathy.n.02:numbness	2
groan.v.01:groan	1
rape.v.01:assault	1
reaffirm.v.01:reaffirm	1
approvingly.r.01:approvingly	1
ballerina.n.01:danseuse	1
pileup.n.01:pileup	1
circle.n.07:circle	1
cover.v.03:continue	1
defame.v.01:besmirch	1
foray_into.v.01:raid	1
film.n.02:film	1
continental.a.02:continental	1
allspice.n.03:allspice	1
howl.n.03:howl	1
fumble.v.02:fumble	3
sugarcoat.v.01:glaze	1
glaze.n.02:glaze	3
consort.v.01:affiliate	3
assisted.a.01:assisted	1
fledge.v.01:fledge	2
blow.v.01:blow	2
downbeat.n.01:downbeat	1
coarseness.n.04:raunch	1
slenderly.r.01:slimly	1
chip.n.06:chip	1
sympathetic.a.01:sympathetic	1
rosebud.n.02:rosebud	2
troop.n.01:troop	1
contribution.n.01:contribution	2
troop.n.02:troop	1
collection.n.01:aggregation	1
mystery.n.02:whodunit	1
turnaround.n.03:turnaround	1
daredevil.n.01:madcap	1
attack.n.06:attack	1
safflower.n.01:safflower	1
mistress.n.01:mistress	1
paraphrase.v.01:rephrase	2
cover.v.15:cover	1
rye.n.03:rye	1
back.r.04:backward	1
character.n.03:character	1
retire.v.06:retire	1
national.a.02:national	1
toll.v.02:toll	1
hasp.v.01:hasp	1
restrain.v.04:encumber	1
milestone.n.02:milestone	1
statistical.a.01:statistical	1
sportswear.n.01:activewear	1
eve.n.02:eve	2
spy.v.02:spy	1
gingersnap.n.01:gingersnap	2
shockingly.r.02:shockingly	1
ice_lolly.n.01:lolly	1
cutout.n.02:cutout	1
monotone.n.01:drone	1
elm.n.02:elm	1
infernally.r.01:hellishly	2
parenthesis.n.01:parenthesis	1
vanishing.n.02:vanishing	1
take.v.20:take	1
radiantly.r.01:radiantly	2
faithful.n.01:faithful	1
tire.n.01:tyre	1
bathe.v.03:bathe	2
color.v.03:colour	1
ground.v.03:ground	1
magic_trick.n.01:illusion	1
yoke.n.06:coupling	1
concept.n.01:conception	2
chafe.v.01:gall	1
carved.a.01:carven	1
advocate.n.01:advocator	2
chang_jiang.n.01:Chang	1
snap.v.12:snap	5
caftan.n.02:caftan	8
caftan.n.02:kaftan	1
casserole.n.01:casserole	2
female_chest.n.01:female_chest	1
thicken.v.01:thicken	1
mass.n.03:mass	1
resurrect.v.01:raise	1
oak.n.02:oak_tree	1
leaf.n.01:leafage	2
comparison.n.03:equivalence	1
wording.n.01:diction	1
accidental.n.01:accidental	1
dunk.v.03:dunk	1
hell.n.06:blaze	1
perceptible.a.01:perceptible	1
behave.v.02:comport	1
bustle.n.01:bustle	1
armored.a.02:armored	1
belgium.n.01:Belgium	1
mercer.n.01:mercer	1
populate.v.01:inhabit	1
probe.v.02:probe	1
reprehensibly.r.01:reprehensibly	1
disembark.v.01:debark	1
brig.n.01:brig	1
physical_therapist.n.01:physiotherapist	1
burial.n.01:burial	2
embody.v.02:personify	2
clash.n.03:clash	3
sweet_pea.n.01:sweetpea	1
saunterer.n.01:ambler	1
discomfort.n.01:uncomfortableness	1
advocate.n.02:counselor	1
greenwich_mean_time.n.01:universal_time	1
trotskyite.n.01:Trot	1
amman.n.01:Amman	2
haystack.n.01:haystack	2
offspring.n.01:issue	1
shipper.n.01:shipper	1
foot.n.06:invertebrate_foot	1
salome.n.01:Salome	1
amalgam.n.02:amalgam	2
flawless.s.01:flawless	1
echo.n.03:echo	1
autumnal.a.01:autumnal	1
environs.n.02:environs	1
declination.n.03:dec	1
alabaster.a.01:alabaster	1
aesthetic.a.02:aesthetical	3
end.n.09:end	3
mustard.n.03:mustard	2
rite.n.01:rite	1
chaff.n.01:shuck	1
pall.n.02:pall	1
parch.v.01:sear	1
bathhouse.n.02:bathhouse	1
monthly.s.01:monthly	1
set.n.12:readiness	1
impressionable.a.01:impressionable	1
goal.n.04:goal	2
break.v.42:wear	1
sling.v.01:catapult	2
upset.v.06:upset	1
average.v.02:average	3
billabong.n.02:billabong	1
boo.n.01:raspberry	1
squelch.v.03:squelch	1
tabi.n.01:tabi	1
jelly.n.02:jelly	1
hearer.n.01:listener	1
coaster.n.01:coaster	1
coloring.n.03:coloring	2
umbra.n.01:umbra	1
ali.n.01:Ali	1
brain.n.01:brain	1
confection.n.02:concoction	2
instrument.n.02:instrument	1
dimenhydrinate.n.01:Dramamine	1
cross_off.v.01:mark	2
peanuts.n.01:peanuts	1
baldric.n.01:baldrick	2
bewilderment.n.01:bewilderment	1
mohawk.n.03:mohawk	1
biota.n.01:biology	1
subtropics.n.01:subtropics	1
crime.n.01:offence	1
victimize.v.03:rook	1
globetrotter.n.01:globetrotter	1
oceanic.a.01:oceanic	1
goniometer.n.01:goniometer	1
supervisory_program.n.01:supervisor	1
sumac.n.01:sumac	2
cinder.n.01:cinder	1
finale.n.01:coda	4
chevron.n.01:chevron	1
smack.v.04:peck	2
hotdog.n.02:hotdog	5
musical_instrument_digital_interface.n.01:MIDI	2
automaton.n.01:zombie	1
spill_the_beans.v.01:babble	1
multitude.n.02:throng	1
wickedly.r.01:wickedly	1
requital.n.02:requital	1
die.v.07:die	1
flier.n.01:flier	1
salute.v.03:salute	1
orthodontic.a.01:orthodontic	1
politician.n.02:pol	1
bolo_tie.n.01:bola	1
overburden.v.02:overburden	1
squall.n.01:squall	1
set_forth.v.01:expound	1
overrule.v.01:overturn	1
especial.s.01:exceptional	1
procrastinate.v.02:procrastinate	1
skillfully.r.01:skilfully	1
cordia.n.01:Cordia	1
pyramid.n.02:pyramid	2
impersonator.n.01:impersonator	1
purgatory.n.01:purgatory	1
hold.v.14:hold	4
watercolor.n.02:watercolor	1
relish.n.03:flavor	1
cunningly.r.01:cunningly	1
imbue.v.03:imbue	1
strip.v.11:strip	1
reentry.n.01:reentry	1
fox-trot.n.01:foxtrot	1
provision.n.04:provision	1
montreal.n.01:Montreal	1
joint.v.01:joint	1
recreate.v.04:recreate	1
discovery.n.02:discovery	1
receptive.a.02:open	4
monroe.n.04:Monroe	1
concenter.v.01:focus	1
taffy.n.01:taffy	2
specimen.n.01:specimen	1
nose.n.01:olfactory_organ	2
sheath.n.01:sheath	2
freight.n.03:freight	1
traceable.a.02:trackable	1
know.v.05:experience	1
amok.r.02:amok	1
novena.n.01:novena	1
instantaneously.r.01:instantaneously	1
opalescence.n.01:opalescence	1
faculty.n.01:faculty	1
blush.v.01:redden	1
ropemaker.n.01:roper	1
exchangeable.a.01:exchangeable	1
wee.s.02:wee	1
unrecoverable.a.01:unrecoverable	2
aura.n.02:glory	1
savior.n.02:deliverer	1
blend.v.02:blend_in	3
gnaw.v.01:gnaw	2
streak.v.02:streak	1
torrid_zone.n.01:tropics	2
swathe.n.01:swathe	1
straiten.v.02:straiten	1
totalize.v.01:totalize	1
verge.n.04:verge	1
comment.v.01:remark	1
mullet.n.03:mullet	1
return_on_invested_capital.n.01:ROI	1
wield.v.02:wield	2
billow.v.02:billow	1
pas_de_deux.n.01:pas_de_deux	1
crop.v.05:graze	2
recover.v.01:regain	1
mayoral.a.01:mayoral	1
political_campaign.n.01:campaign	1
hathaway.n.01:Hathaway	1
abrasive.s.01:abrasive	1
receptiveness.n.01:openness	2
incarnation.n.02:Incarnation	1
null.s.01:void	1
fineness.n.01:fineness	1
fantastic.s.02:fantastic	1
hint.n.01:intimation	1
minuscule.n.02:minuscule	3
visualize.v.04:visualize	1
conclusion.n.05:conclusion	1
unbelted.a.01:unbelted	1
attend.v.02:attend	1
gaze.n.01:gaze	1
pull.v.17:pull	1
jimdandy.n.02:crackerjack	1
description.n.02:description	1
skin.v.02:scrape	1
entrance.n.03:ingress	1
fingered.a.01:fingered	1
wear.v.06:endure	1
spike_heel.n.01:stiletto_heel	1
insurgent.n.01:rebel	1
raise.v.07:arouse	1
rock.n.07:tilt	1
wales.n.01:Wales	1
buttocks.n.01:hindquarters	1
auspicious.a.01:auspicious	1
pallbearer.n.01:bearer	1
loose.s.08:loose	1
plundering.n.01:pillage	1
bollywood.n.01:Bollywood	1
end_product.n.01:output	1
biology.n.01:biology	1
zombi.n.02:zombie	1
satiate.v.01:replete	1
specialization.n.02:speciality	1
optimally.r.01:optimally	1
indulgence.n.03:pampering	2
dona.n.01:Dona	1
gemini.n.03:Gemini	1
scrapie.n.01:scrapie	1
slice.v.04:slice	1
dirty.a.04:dirty	1
record.v.01:enter	2
defrost.v.01:deice	1
upbringing.n.01:upbringing	1
wolfe.n.02:Wolfe	2
stop.v.01:halt	1
upset.n.05:overturn	7
bowie.n.01:Bowie	2
maze.n.01:labyrinth	1
baron.n.03:baron	1
birthright.n.01:birthright	2
informality.n.01:informality	1
k.n.07:super_acid	1
limit.n.06:limit	1
community.n.04:community	1
plastically.r.01:plastically	3
parts.n.01:parts	1
vomit.n.01:vomit	7
sack.n.08:sack	1
hippopotamus.n.01:hippopotamus	1
diazepam.n.01:Valium	1
starve.v.05:starve	1
separation.n.02:breakup	1
sen.n.01:sen	1
eastern_hemisphere.n.01:orient	1
allegro.n.02:allegro	3
quick.s.06:quick	1
substitution.n.01:substitution	1
cult.n.01:cult	1
hearth.n.02:hearth	1
intelligence_community.n.01:Intelligence_Community	1
authentication.n.02:authentication	1
stamp.v.08:stamp	1
pornography.n.01:porn	1
hiccup.v.01:hiccup	1
hush.v.05:hush	1
unconstipated.a.01:unconstipated	2
likeness.n.02:likeness	1
report.v.04:report	1
score.n.07:score	1
starfish.n.01:starfish	1
junction.n.05:junction	1
hieroglyph.n.02:hieroglyph	1
manuscript.n.02:holograph	1
alabama.n.01:AL	1
spinster.n.01:spinster	1
motivate.v.01:move	1
hour.n.04:hour	1
impressiveness.n.01:magnificence	1
hideout.n.01:den	1
woo.v.01:woo	1
botch.v.01:bungle	1
fraud.n.03:fraudulence	1
forty-ninth.s.01:49th	1
elation.n.02:elation	1
ale.n.01:ale	1
snog.v.01:snog	1
laney.n.01:Laney	3
spectator.n.01:spectator	1
anorexic.s.01:anorexic	1
irrevocably.r.01:irrevocably	1
bosom.v.01:bosom	1
glare.n.02:glower	1
embrown.v.02:embrown	1
caller.n.01:caller	1
english.n.04:side	1
plank.v.01:plank	1
crinkled.s.01:wavy	3
subside.v.01:lessen	1
tapering.n.01:tapering	1
swab.v.01:swab	1
smoky.s.02:smoky	1
transcription.n.01:transcription	1
bound.a.02:bound	1
mackerel.n.02:mackerel	1
manson.n.01:Manson	1
lump.v.01:chunk	1
bronx.n.01:Bronx	1
reminisce.v.01:reminisce	1
indefatigably.r.01:tirelessly	1
kettle.n.02:kettle	2
mold.n.08:modeling	2
cheer.v.05:cheer	3
hindquarters.n.02:rump	1
transient_ischemic_attack.n.01:TIA	1
pancake.n.01:hotcake	3
offer.v.05:offer	1
resilience.n.02:resiliency	9
coral.n.01:coral	1
sentient.a.01:sentient	1
rerun.v.04:rerun	1
endanger.v.01:endanger	1
bypass.n.02:bypass	1
sadden.v.01:sadden	1
stone.n.06:stone	1
explode.v.04:explode	3
human_body.n.01:form	1
court.n.02:courtroom	1
pucker.v.03:ruck_up	1
bunker.n.01:trap	1
consecrated.a.01:dedicated	1
crossbar.n.03:crossbar	1
contrasty.a.01:contrasty	4
hood.n.01:punk	3
firmware.n.01:firmware	1
tryst.n.01:tryst	1
unmelted.a.01:unmelted	1
shamble.n.01:shuffling	1
yak.v.01:yak	2
spindle.n.04:spindle	1
paperboard.n.01:paperboard	1
break.v.10:discontinue	1
ibuprofen.n.01:Motrin	1
head.v.02:lead	1
buster.n.02:buster	2
flannel.n.03:tweed	1
mountain_time.n.01:Mountain_Time	1
healthful.a.01:healthful	1
bail.v.03:bail	4
blanket.n.03:blanket	1
accord.v.02:grant	1
gill.n.03:gill	1
sunstone.n.01:aventurine	1
minutely.r.01:minutely	1
discount.n.01:deduction	2
artificial_intelligence.n.01:artificial_intelligence	1
corrosion.n.02:erosion	1
discourteous.a.01:discourteous	1
preventive.n.01:preventative	1
gynecological.a.01:gynecological	1
sun.n.03:sun	1
hundred.s.01:one_hundred	2
recitation.n.02:reading	1
scribble.n.01:scribble	1
gray.n.05:Gy	1
retrospectively.r.01:retrospectively	1
craze.n.02:fury	2
confusion.n.05:confusion	1
flare.n.09:flare	1
cadmium.n.01:Cd	1
toupee.n.01:toupe	2
cushioned.s.01:padded	1
floret.n.01:floret	1
autoimmune.a.01:autoimmune	2
arsenal.n.02:armory	2
magpie.n.01:magpie	1
index.n.05:index_finger	1
workmate.n.01:workmate	2
rusted.a.01:rusted	1
glow.v.05:shine	2
comeliness.n.01:loveliness	1
radio_beam.n.01:radio_beam	1
toby.n.01:toby	1
tip.v.03:tip	1
exasperatingly.r.01:exasperatingly	1
cordial_reception.n.01:hospitality	4
xxx.n.02:XXX	1
burk.n.01:Burke	2
pilgrimage.n.01:pilgrimage	2
grab.v.03:grab	1
nip.n.05:zest	1
developmentally.r.01:developmentally	1
affirmatively.r.01:affirmatively	1
stiffen.v.03:stiffen	1
cruelty.n.03:cruelty	2
spin.v.01:gyrate	1
invade.v.03:invade	1
capitalist.a.01:capitalistic	1
imprecise.a.01:imprecise	1
ice.n.05:frappe	1
druze.n.01:Druse	7
wallflower.n.01:wallflower	1
strangulation.n.03:strangulation	1
overhead.n.06:smash	3
masquerade.n.01:masquerade	1
sellout.n.01:sellout	1
sideshow.n.02:sideshow	2
sleep_together.v.01:hump	2
trim.v.06:trim	1
green.s.01:green	1
contagion.n.03:infection	1
young.a.01:immature	2
interview.v.01:interview	1
fare.v.02:fare	1
macaroni.n.02:macaroni	2
syntactic.a.01:syntactic	1
storm.v.05:storm	1
pleasant.s.02:pleasant	1
refutation.n.01:refutation	1
tactic.n.01:tactics	2
saturated.a.03:saturated	1
letter.n.01:missive	1
incomprehensible.a.02:incomprehensible	1
blotchy.s.02:blotchy	2
chondritic.a.01:granular	1
sheer.v.02:sheer	1
frontal_bone.n.01:os_frontale	1
galore.s.01:galore	1
safety.n.02:safety	1
fix.v.07:fix	2
indiscernible.a.01:indiscernible	2
sheik.n.01:sheik	1
remedy.v.02:remedy	1
promote.v.02:raise	1
submission.n.02:compliance	1
leap.n.01:bound	1
anemone.n.01:anemone	1
flywheel.n.01:flywheel	1
skeleton.n.02:skeleton	1
con.r.01:con	1
particularity.n.01:specialness	1
varnish.n.01:varnish	1
nag.v.03:nag	1
disjoint.v.02:disjoint	4
electroplate.n.01:electroplate	1
santos.n.01:Santos	1
enliven.v.02:liven	3
sabbath.n.01:Sabbath	2
dressmaker.n.01:sempstress	1
fireplug.n.01:fireplug	1
lymph.n.01:lymph	1
scorcher.n.02:scorcher	1
capillary.a.01:capillary	2
mare.n.02:mare	1
hit.v.05:strike	2
flick.v.06:ruffle	1
damon.n.01:Damon	1
richness.n.06:richness	1
clog.n.01:geta	2
rosette.n.03:rosette	1
darling.n.02:Darling	1
coach.n.04:coach	1
guest.n.01:invitee	1
gulp.n.01:gulp	1
sidetrack.v.01:straggle	2
necessity.n.02:necessary	4
tonight.r.01:tonight	1
jazz_band.n.01:jazz_group	1
glass.v.01:glaze	1
impressionist.n.01:impressionist	1
jabot.n.01:jabot	2
subconsciously.r.01:subconsciously	1
sidle.v.01:sidle	1
hilltop.n.01:hilltop	1
squirrel.n.01:squirrel	2
width.n.01:breadth	1
residential_district.n.01:community	1
boutique.n.01:dress_shop	1
skintight.s.01:skintight	1
pluck.v.05:tear	2
palate.n.01:palate	1
draft.n.03:draft	1
neutralize.v.06:neutralize	1
chad.n.01:chad	3
pathetically.r.02:pathetically	1
sparkling.a.02:effervescent	1
random-access_memory.n.01:random_memory	1
pedunculate.a.01:stalked	1
attraction.n.04:attracter	1
honkytonk.n.01:honkytonk	1
abundantly.r.01:abundantly	1
burden.n.01:onus	3
masquerade.n.03:masquerade	1
extremity.n.01:appendage	1
briefing.n.01:briefing	1
foundation_garment.n.01:foundation	1
band.n.03:banding	1
caressing.n.01:cuddling	1
malarial.a.01:malarial	2
thirty-third.s.01:33rd	1
shape.v.02:forge	1
dos.n.02:DOS	3
woolen.a.01:woolen	2
gray.n.07:Gray	2
foster.n.01:Foster	1
heterosexual.a.01:heterosexual	1
homosexual.a.01:homosexual	1
dull.a.09:dull	1
sweat_suit.n.01:sweatsuit	2
concede.v.01:profess	1
oddity.n.02:quirkiness	1
newton.n.01:Newton	2
ledger.n.01:ledger	1
political.a.02:political	2
call.n.11:call	1
repeat.v.01:retell	1
continental.a.04:continental	1
auction.v.01:auction	1
king.n.01:male_monarch	1
percussionist.n.01:percussionist	2
think.v.03:cerebrate	1
break_down.v.01:crush	1
cadaver.n.01:corpse	1
cue.n.01:cue	2
botulinum_toxin_a.n.01:Botox	1
cruiser.n.01:cruiser	1
guangzhou.n.01:Guangzhou	1
track.n.10:track	1
notate.v.01:notate	1
convict.v.01:convict	1
askew.s.01:wonky	1
kashmir.n.01:Cashmere	1
pictorial.a.01:pictorial	1
conflict.n.01:conflict	1
snivel.v.03:blubber	1
monotone.n.01:monotone	1
inversely.r.01:inversely	1
pother.v.01:pother	1
blink_of_an_eye.n.01:trice	2
softness.n.10:softness	1
convict.n.01:convict	1
coincide.v.03:coincide	1
deed.n.01:deed	1
shapelessness.n.02:shapelessness	1
giantess.n.01:giantess	1
elapse.v.01:pass	1
scope.n.01:orbit	1
tootle.n.01:tootle	1
overshoot.n.01:overshoot	2
dollhouse.n.02:dollhouse	1
deluge.v.01:inundate	3
flare.n.04:flare	1
broach.v.01:broach	1
stove.n.01:range	1
current.n.02:current	1
itch.v.04:itch	1
mummy.n.02:mummy	2
unspecified.a.01:unspecified	11
wallflower.n.02:wallflower	1
prototype.n.01:paradigm	1
striker.n.01:striker	1
dabble.v.03:dabble	1
rally.v.04:rally	1
strain.v.06:tense	1
conquest.n.02:conquest	1
altar.n.02:altar	1
sparsely.r.01:sparsely	1
assertive.a.01:assertive	1
inmate.n.01:inmate	1
pillbox.n.03:pillbox	1
north_wind.n.01:norther	1
idol.n.01:god	2
ungrateful.a.01:ungrateful	2
victim.n.02:dupe	1
bust.n.04:binge	1
jumper.n.07:pinny	1
traverse.v.03:deny	2
swanson.n.01:Swanson	1
cleanness.n.02:cleanness	1
levitate.v.01:levitate	1
tissue.n.02:tissue_paper	1
religious.n.01:religious	1
darken.v.02:darken	1
deep.s.07:deep	1
comb.v.01:comb	1
divert.v.04:divert	1
iris.n.03:iris_diaphragm	1
uncrowded.a.01:uncrowded	1
catalogue.v.01:catalogue	1
belt_out.v.01:belt_out	1
goldplate.v.01:goldplate	1
sickle.n.01:sickle	1
stroke.v.04:stroke	1
lord.n.03:Lord	1
georgian.n.01:Georgian	1
azerbaijani.n.02:Azerbaijani	1
refresher.n.01:refresher	1
mischief.n.01:shenanigan	1
original.s.02:original	1
consistency.n.02:consistence	2
flow.v.06:flow	2
company.v.01:accompany	1
patronize.v.03:patronize	1
curvaceousness.n.01:shapeliness	1
pillar.n.03:pillar	1
saskatoon.n.02:saskatoon	1
ka.n.01:Ka	1
hood.n.08:hood	1
youth.n.06:youthfulness	1
silt_up.v.01:silt	1
exhaust.v.05:release	2
study.v.05:study	1
juggle.v.02:juggle	1
spiral.n.04:spiral	1
scraping.n.01:scraping	2
harshness.n.01:harshness	4
underscore.v.01:underline	1
dust_storm.n.01:sandstorm	3
gauze.n.01:gauze	1
credibility.n.01:credibleness	1
circulatory.a.02:circulatory	1
invitational.a.01:invitational	1
geometric.a.02:geometrical	1
serge.n.01:serge	3
kurta.n.01:kurta	2
tribute.n.01:testimonial	2
stylus.n.01:stylus	1
romantic.n.01:romantic	2
artistically.r.01:artistically	2
tendril.n.01:tendril	1
preventive.a.02:preventive	1
consultation.n.01:consultation	1
kingdom.n.05:kingdom	1
city.n.01:urban_center	1
avariciously.r.01:greedily	1
lesser_panda.n.01:Ailurus_fulgens	1
mesh.n.05:interlocking	3
feint.n.01:feint	1
shrilly.r.01:piercingly	2
furniture.n.01:piece_of_furniture	2
dignity.n.02:dignity	2
speculator.n.02:plunger	1
forty.s.01:forty	1
separation.n.06:separation	1
scissors.n.02:scissors_hold	1
cell.n.06:cubicle	2
forward.r.01:frontwards	1
grandma.n.01:nan	1
impressionist.a.01:impressionistic	3
interest.n.03:interest	1
impressionist.a.01:impressionist	1
securely.r.03:securely	1
destabilize.v.02:destabilize	1
sacrifice.n.04:sacrifice	1
gunman.n.02:gunman	1
establish.v.01:establish	2
dragon.n.02:dragon	1
pinball.n.01:pinball	1
brogan.n.01:brogan	1
dominate.v.03:dominate	1
impotent.a.01:impotent	4
mutant.n.02:mutant	1
leonardo.n.01:Leonardo	1
wild.r.02:wild	1
reward.n.03:reinforcement	2
inconveniently.r.01:inconveniently	1
cant.v.01:tilt	2
ohio.n.02:Ohio	4
beam.n.04:shaft_of_light	1
lamb.n.03:lamb	2
inhale.v.02:inspire	1
criminal.n.01:outlaw	1
goad.n.02:goad	1
crop.v.05:crop	1
plasticize.v.02:plasticize	1
soup.v.01:soup	1
diss.v.01:diss	2
chat_up.v.01:mash	1
node.n.08:client	1
interior_designer.n.01:decorator	1
flinch.v.01:wince	1
bull.n.01:bull	1
exploit.v.01:exploit	1
rabbit.n.03:hare	1
out.s.03:out	1
orient.v.02:orientate	1
abettor.n.01:abetter	1
cannon.v.02:cannon	1
radiance.n.03:radiance	2
manner.n.03:manner	1
repulsion.n.03:standoff	1
propose.v.05:offer	1
rabbit.v.01:rabbit	1
ahead.r.01:in_front	1
gleam.n.02:glimmer	2
introduce.v.01:acquaint	1
adviser.n.01:adviser	1
pudding_stone.n.01:conglomerate	1
equator.n.02:equator	1
kern.n.02:kern	1
christmas.n.02:Dec_25	1
assign.v.04:specify	1
smelt.v.01:smelt	1
blink_of_an_eye.n.01:instant	1
tanzania.n.01:Tanzania	3
stencil.v.01:stencil	1
biologically.r.01:biologically	1
substance.n.07:substance	1
electrician.n.01:linesman	1
peg.n.01:nog	1
agitation.n.05:agitation	1
advertiser.n.01:advertizer	1
defense.n.01:defensive_measure	1
subtlety.n.02:niceness	2
klimt.n.01:Klimt	1
parasol.n.01:sunshade	1
cliff.n.01:drop-off	2
empire.n.01:imperium	2
maturity.n.03:maturity	1
double.n.02:double	1
voltaic_pile.n.01:pile	1
discredit.v.02:discredit	1
disco.v.01:disco	1
slick.n.03:slick	1
monterrey.n.01:Monterrey	1
dawn.n.01:sunup	1
predetermine.v.01:predetermine	2
program.v.01:programme	1
add.v.02:append	1
whipstitch.n.01:whipstitch	1
thin.s.07:thin	1
ask.v.03:ask	2
fifth.n.02:fifth	1
free.v.05:release	2
village.n.02:village	2
place.v.06:place	1
intersection.n.04:intersection	2
footprint.n.02:footprint	1
special.n.02:special	1
prorate.v.02:prorate	1
editor_program.n.01:editor_program	1
goldsmith.n.01:goldsmith	1
tournament.n.01:tourney	1
concession.n.02:concession	1
beget.v.01:generate	1
northeastern.s.01:northeast	1
estrus.n.01:heat	1
clone.v.01:clone	1
legibly.r.01:legibly	1
